100001Pedido de Compra em 12/12/2019 com 10 itens201912121855270000143,00E
20161700240Item do Pedido 00240 e valor: R$ 0,00             0000000,00
20161800240Item do Pedido 00240 e valor: R$ 0,00             0000000,00
20161900240Item do Pedido 00240 e valor: R$ 0,00             0000000,00
20162000240Item do Pedido 00240 e valor: R$ 0,00             0000000,00
20162100240Item do Pedido 00240 e valor: R$ 0,00             0000000,00
20162200240Item do Pedido 00240 e valor: R$ 0,00             0000000,00
20162300240Item do Pedido 00240 e valor: R$ 0,00             0000000,00
100241Pedido de Compra em 23/11/2019 com 11 itens201911231855270000152,00E
20162400241Item do Pedido 00241 e valor: R$ 104,00           0000104,00
20162500241Item do Pedido 00241 e valor: R$ 48,00            0000048,00
20162600241Item do Pedido 00241 e valor: R$ 0,00             0000000,00
20162700241Item do Pedido 00241 e valor: R$ 0,00             0000000,00
20162800241Item do Pedido 00241 e valor: R$ 0,00             0000000,00
20162900241Item do Pedido 00241 e valor: R$ 0,00             0000000,00
20163000241Item do Pedido 00241 e valor: R$ 0,00             0000000,00
20163100241Item do Pedido 00241 e valor: R$ 0,00             0000000,00
20163200241Item do Pedido 00241 e valor: R$ 0,00             0000000,00
20163300241Item do Pedido 00241 e valor: R$ 0,00             0000000,00
20163400241Item do Pedido 00241 e valor: R$ 0,00             0000000,00
20163500241Item do Pedido 00241 e valor: R$ 0,00             0000000,00
100242Pedido de Compra em 23/11/2019 com 11 itens201911231855270000077,00E
20163600242Item do Pedido 00242 e valor: R$ 36,00            0000036,00
20163700242Item do Pedido 00242 e valor: R$ 38,00            0000038,00
20163800242Item do Pedido 00242 e valor: R$ 2,00             0000002,00
20163900242Item do Pedido 00242 e valor: R$ 1,00             0000001,00
20164000242Item do Pedido 00242 e valor: R$ 0,00             0000000,00
20164100242Item do Pedido 00242 e valor: R$ 0,00             0000000,00
20164200242Item do Pedido 00242 e valor: R$ 0,00             0000000,00
20164300242Item do Pedido 00242 e valor: R$ 0,00             0000000,00
20164400242Item do Pedido 00242 e valor: R$ 0,00             0000000,00
20164500242Item do Pedido 00242 e valor: R$ 0,00             0000000,00
20164600242Item do Pedido 00242 e valor: R$ 0,00             0000000,00
20164700242Item do Pedido 00242 e valor: R$ 0,00             0000000,00
100243Pedido de Compra em 23/11/2019 com 11 itens201911231855270000169,00E
20164800243Item do Pedido 00243 e valor: R$ 24,00            0000024,00
20164900243Item do Pedido 00243 e valor: R$ 66,00            0000066,00
20165000243Item do Pedido 00243 e valor: R$ 31,00            0000031,00
20165100243Item do Pedido 00243 e valor: R$ 14,00            0000014,00
20165200243Item do Pedido 00243 e valor: R$ 32,00            0000032,00
20165300243Item do Pedido 00243 e valor: R$ 2,00             0000002,00
20165400243Item do Pedido 00243 e valor: R$ 0,00             0000000,00
20165500243Item do Pedido 00243 e valor: R$ 0,00             0000000,00
20165600243Item do Pedido 00243 e valor: R$ 0,00             0000000,00
20165700243Item do Pedido 00243 e valor: R$ 0,00             0000000,00
20165800243Item do Pedido 00243 e valor: R$ 0,00             0000000,00
20165900243Item do Pedido 00243 e valor: R$ 0,00             0000000,00
100244Pedido de Compra em 23/11/2019 com 11 itens201911231855270000062,00E
20166000244Item do Pedido 00244 e valor: R$ 46,00            0000046,00
20166100244Item do Pedido 00244 e valor: R$ 14,00            0000014,00
20166200244Item do Pedido 00244 e valor: R$ 2,00             0000002,00
20166300244Item do Pedido 00244 e valor: R$ 0,00             0000000,00
20166400244Item do Pedido 00244 e valor: R$ 0,00             0000000,00
20166500244Item do Pedido 00244 e valor: R$ 0,00             0000000,00
20166600244Item do Pedido 00244 e valor: R$ 0,00             0000000,00
20166700244Item do Pedido 00244 e valor: R$ 0,00             0000000,00
20166800244Item do Pedido 00244 e valor: R$ 0,00             0000000,00
20166900244Item do Pedido 00244 e valor: R$ 0,00             0000000,00
20167000244Item do Pedido 00244 e valor: R$ 0,00             0000000,00
20167100244Item do Pedido 00244 e valor: R$ 0,00             0000000,00
100245Pedido de Compra em 23/11/2019 com 11 itens201911231855270000066,00E
20167200245Item do Pedido 00245 e valor: R$ 5,00             0000005,00
20167300245Item do Pedido 00245 e valor: R$ 30,00            0000030,00
20167400245Item do Pedido 00245 e valor: R$ 9,00             0000009,00
20167500245Item do Pedido 00245 e valor: R$ 4,00             0000004,00
20167600245Item do Pedido 00245 e valor: R$ 3,00             0000003,00
20167700245Item do Pedido 00245 e valor: R$ 12,00            0000012,00
20167800245Item do Pedido 00245 e valor: R$ 1,00             0000001,00
20167900245Item do Pedido 00245 e valor: R$ 1,00             0000001,00
20168000245Item do Pedido 00245 e valor: R$ 1,00             0000001,00
20168100245Item do Pedido 00245 e valor: R$ 0,00             0000000,00
20168200245Item do Pedido 00245 e valor: R$ 0,00             0000000,00
20168300245Item do Pedido 00245 e valor: R$ 0,00             0000000,00
100246Pedido de Compra em 23/11/2019 com 11 itens201911231855270000180,00E
20168400246Item do Pedido 00246 e valor: R$ 168,00           0000168,00
20168500246Item do Pedido 00246 e valor: R$ 3,00             0000003,00
20168600246Item do Pedido 00246 e valor: R$ 1,00             0000001,00
20168700246Item do Pedido 00246 e valor: R$ 5,00             0000005,00
20168800246Item do Pedido 00246 e valor: R$ 2,00             0000002,00
20168900246Item do Pedido 00246 e valor: R$ 1,00             0000001,00
20169000246Item do Pedido 00246 e valor: R$ 0,00             0000000,00
20169100246Item do Pedido 00246 e valor: R$ 0,00             0000000,00
20169200246Item do Pedido 00246 e valor: R$ 0,00             0000000,00
20169300246Item do Pedido 00246 e valor: R$ 0,00             0000000,00
20169400246Item do Pedido 00246 e valor: R$ 0,00             0000000,00
20169500246Item do Pedido 00246 e valor: R$ 0,00             0000000,00
100247Pedido de Compra em 23/11/2019 com 11 itens201911231855270000071,00E
20169600247Item do Pedido 00247 e valor: R$ 14,00            0000014,00
20169700247Item do Pedido 00247 e valor: R$ 45,00            0000045,00
20169800247Item do Pedido 00247 e valor: R$ 1,00             0000001,00
20169900247Item do Pedido 00247 e valor: R$ 2,00             0000002,00
20170000247Item do Pedido 00247 e valor: R$ 3,00             0000003,00
20170100247Item do Pedido 00247 e valor: R$ 6,00             0000006,00
20170200247Item do Pedido 00247 e valor: R$ 0,00             0000000,00
20170300247Item do Pedido 00247 e valor: R$ 0,00             0000000,00
20170400247Item do Pedido 00247 e valor: R$ 0,00             0000000,00
20170500247Item do Pedido 00247 e valor: R$ 0,00             0000000,00
20170600247Item do Pedido 00247 e valor: R$ 0,00             0000000,00
20170700247Item do Pedido 00247 e valor: R$ 0,00             0000000,00
100248Pedido de Compra em 23/11/2019 com 11 itens201911231855270000098,00E
20170800248Item do Pedido 00248 e valor: R$ 74,00            0000074,00
20170900248Item do Pedido 00248 e valor: R$ 22,00            0000022,00
20171000248Item do Pedido 00248 e valor: R$ 2,00             0000002,00
20171100248Item do Pedido 00248 e valor: R$ 0,00             0000000,00
20171200248Item do Pedido 00248 e valor: R$ 0,00             0000000,00
20171300248Item do Pedido 00248 e valor: R$ 0,00             0000000,00
20171400248Item do Pedido 00248 e valor: R$ 0,00             0000000,00
20171500248Item do Pedido 00248 e valor: R$ 0,00             0000000,00
20171600248Item do Pedido 00248 e valor: R$ 0,00             0000000,00
20171700248Item do Pedido 00248 e valor: R$ 0,00             0000000,00
20171800248Item do Pedido 00248 e valor: R$ 0,00             0000000,00
20171900248Item do Pedido 00248 e valor: R$ 0,00             0000000,00
100249Pedido de Compra em 23/11/2019 com 11 itens201911231855270000165,00E
20172000249Item do Pedido 00249 e valor: R$ 7,00             0000007,00
20172100249Item do Pedido 00249 e valor: R$ 101,00           0000101,00
20172200249Item do Pedido 00249 e valor: R$ 10,00            0000010,00
20172300249Item do Pedido 00249 e valor: R$ 46,00            0000046,00
20172400249Item do Pedido 00249 e valor: R$ 1,00             0000001,00
20172500249Item do Pedido 00249 e valor: R$ 0,00             0000000,00
20172600249Item do Pedido 00249 e valor: R$ 0,00             0000000,00
20172700249Item do Pedido 00249 e valor: R$ 0,00             0000000,00
20172800249Item do Pedido 00249 e valor: R$ 0,00             0000000,00
20172900249Item do Pedido 00249 e valor: R$ 0,00             0000000,00
20173000249Item do Pedido 00249 e valor: R$ 0,00             0000000,00
20173100249Item do Pedido 00249 e valor: R$ 0,00             0000000,00
100250Pedido de Compra em 23/11/2019 com 11 itens201911231855270000096,00E
20173200250Item do Pedido 00250 e valor: R$ 5,00             0000005,00
20173300250Item do Pedido 00250 e valor: R$ 2,00             0000002,00
20173400250Item do Pedido 00250 e valor: R$ 24,00            0000024,00
20173500250Item do Pedido 00250 e valor: R$ 43,00            0000043,00
20173600250Item do Pedido 00250 e valor: R$ 7,00             0000007,00
20173700250Item do Pedido 00250 e valor: R$ 8,00             0000008,00
20173800250Item do Pedido 00250 e valor: R$ 2,00             0000002,00
20173900250Item do Pedido 00250 e valor: R$ 4,00             0000004,00
20174000250Item do Pedido 00250 e valor: R$ 1,00             0000001,00
20174100250Item do Pedido 00250 e valor: R$ 0,00             0000000,00
20174200250Item do Pedido 00250 e valor: R$ 0,00             0000000,00
20174300250Item do Pedido 00250 e valor: R$ 0,00             0000000,00
100251Pedido de Compra em 23/11/2019 com 11 itens201911231855270000049,00E
20174400251Item do Pedido 00251 e valor: R$ 28,00            0000028,00
20174500251Item do Pedido 00251 e valor: R$ 4,00             0000004,00
20174600251Item do Pedido 00251 e valor: R$ 6,00             0000006,00
20174700251Item do Pedido 00251 e valor: R$ 11,00            0000011,00
20174800251Item do Pedido 00251 e valor: R$ 0,00             0000000,00
20174900251Item do Pedido 00251 e valor: R$ 0,00             0000000,00
20175000251Item do Pedido 00251 e valor: R$ 0,00             0000000,00
20175100251Item do Pedido 00251 e valor: R$ 0,00             0000000,00
20175200251Item do Pedido 00251 e valor: R$ 0,00             0000000,00
20175300251Item do Pedido 00251 e valor: R$ 0,00             0000000,00
20175400251Item do Pedido 00251 e valor: R$ 0,00             0000000,00
20175500251Item do Pedido 00251 e valor: R$ 0,00             0000000,00
100252Pedido de Compra em 23/11/2019 com 11 itens201911231855270000024,00E
20175600252Item do Pedido 00252 e valor: R$ 12,00            0000012,00
20175700252Item do Pedido 00252 e valor: R$ 11,00            0000011,00
20175800252Item do Pedido 00252 e valor: R$ 1,00             0000001,00
20175900252Item do Pedido 00252 e valor: R$ 0,00             0000000,00
20176000252Item do Pedido 00252 e valor: R$ 0,00             0000000,00
20176100252Item do Pedido 00252 e valor: R$ 0,00             0000000,00
20176200252Item do Pedido 00252 e valor: R$ 0,00             0000000,00
20176300252Item do Pedido 00252 e valor: R$ 0,00             0000000,00
20176400252Item do Pedido 00252 e valor: R$ 0,00             0000000,00
20176500252Item do Pedido 00252 e valor: R$ 0,00             0000000,00
20176600252Item do Pedido 00252 e valor: R$ 0,00             0000000,00
20176700252Item do Pedido 00252 e valor: R$ 0,00             0000000,00
100253Pedido de Compra em 23/11/2019 com 11 itens201911231855270000176,00E
20176800253Item do Pedido 00253 e valor: R$ 34,00            0000034,00
20176900253Item do Pedido 00253 e valor: R$ 14,00            0000014,00
20177000253Item do Pedido 00253 e valor: R$ 80,00            0000080,00
20177100253Item do Pedido 00253 e valor: R$ 6,00             0000006,00
20177200253Item do Pedido 00253 e valor: R$ 4,00             0000004,00
20177300253Item do Pedido 00253 e valor: R$ 16,00            0000016,00
20177400253Item do Pedido 00253 e valor: R$ 7,00             0000007,00
20177500253Item do Pedido 00253 e valor: R$ 10,00            0000010,00
20177600253Item do Pedido 00253 e valor: R$ 3,00             0000003,00
20177700253Item do Pedido 00253 e valor: R$ 2,00             0000002,00
20177800253Item do Pedido 00253 e valor: R$ 0,00             0000000,00
20177900253Item do Pedido 00253 e valor: R$ 0,00             0000000,00
100254Pedido de Compra em 22/11/2019 com 2 itens201911221855270000032,00E
20178000254Item do Pedido 00254 e valor: R$ 14,00            0000014,00
20178100254Item do Pedido 00254 e valor: R$ 4,00             0000004,00
20178200254Item do Pedido 00254 e valor: R$ 12,00            0000012,00
100255Pedido de Compra em 22/11/2019 com 2 itens201911221855270000194,00E
20178300255Item do Pedido 00255 e valor: R$ 5,00             0000005,00
20178400255Item do Pedido 00255 e valor: R$ 18,00            0000018,00
20178500255Item do Pedido 00255 e valor: R$ 115,00           0000115,00
100256Pedido de Compra em 22/11/2019 com 2 itens201911221855270000190,00E
20178600256Item do Pedido 00256 e valor: R$ 140,00           0000140,00
20178700256Item do Pedido 00256 e valor: R$ 3,00             0000003,00
20178800256Item do Pedido 00256 e valor: R$ 1,00             0000001,00
100257Pedido de Compra em 22/11/2019 com 2 itens201911221855270000043,00E
20178900257Item do Pedido 00257 e valor: R$ 32,00            0000032,00
20179000257Item do Pedido 00257 e valor: R$ 9,00             0000009,00
20179100257Item do Pedido 00257 e valor: R$ 1,00             0000001,00
100258Pedido de Compra em 22/11/2019 com 2 itens201911221855270000052,00E
20179200258Item do Pedido 00258 e valor: R$ 51,00            0000051,00
20179300258Item do Pedido 00258 e valor: R$ 1,00             0000001,00
20179400258Item do Pedido 00258 e valor: R$ 0,00             0000000,00
100259Pedido de Compra em 22/11/2019 com 2 itens201911221855270000179,00E
20179500259Item do Pedido 00259 e valor: R$ 154,00           0000154,00
20179600259Item do Pedido 00259 e valor: R$ 8,00             0000008,00
20179700259Item do Pedido 00259 e valor: R$ 15,00            0000015,00
100260Pedido de Compra em 22/11/2019 com 2 itens201911221855270000076,00E
20179800260Item do Pedido 00260 e valor: R$ 30,00            0000030,00
20179900260Item do Pedido 00260 e valor: R$ 15,00            0000015,00
20180000260Item do Pedido 00260 e valor: R$ 5,00             0000005,00
100261Pedido de Compra em 22/11/2019 com 2 itens201911221855270000022,00E
